value,"Not Proportion. 200 trials, "
20005.95744107291
18939.361336504517
18397.87655209642
19873.101826769795
18939.051578796516
18279.61795882559
17955.201966941375
18321.45158384008
16535.86591241916
18705.110843793715
18501.594907075687
18934.9094535017
19374.085777213353
17964.6811806995
