value,"Proportion. 200 trials, "
0.020841468393437514
0.019914831065129132
0.018034325288599905
0.01918683878271674
0.018496830192103214
0.017732597994105634
0.018180921479863034
0.019228789413522726
0.01803942421451838
0.01868946194438565
0.01853341271904837
0.017987670498304652
0.01952862163684231
0.018983220967096936
