Tau,Average Total Infections,Infections Std Dev,Infections Conf Interval Lower,Infections Conf Interval Upper,"Upper Confidence Bound, Total Infections",Average Total Detected Cases,Detected Cases Std Dev,Detected Cases Conf Interval Lower,Detected Cases Conf Interval Upper,"Upper Confidence Bound, Total Detected Cases",Average Percent Detected Cases,Percent Detected Cases Std Dev,Percent Detected Conf Interval Lower,Percent Detected Conf Interval Upper,"Upper Confidence Bound, Percent Detected Cases"
1.0,69787.31808407545,38438.32718413835,57875.37596466227,81699.26020348862,79784.13504280684,44048.27555544535,24109.356040695373,36576.84600240287,51519.70510848783,50318.49689408811,0.06357608823764253,0.003557189169425873,0.06247372414955367,0.06467845232573141,0.06450122134356516
2.0,63413.63897170485,35896.16728544456,52289.50589055882,74537.77205285088,72749.30574392251,40934.67157847227,23053.011444106858,33790.60059211345,48078.74256483108,46930.164947636746,0.06468759891999953,0.004606466154479099,0.06326006650048692,0.06611513133951216,0.06588562189202735
3.0,54713.83493075491,33422.553617023026,44356.26858137305,65071.40128013677,63406.17862204436,35169.937632632944,20525.493476847896,28809.13818635794,41530.73707890795,40508.0888037993,0.06550775118960066,0.006514780707849415,0.06348883682996133,0.06752666554924,0.067202077530876
4.0,79002.50021786493,40490.110652340714,66454.71549797354,91550.28493775631,89532.9331082239,51154.43105610182,26413.54013367815,42968.94057588638,59339.92153631726,58023.91121541134,0.06496480920672607,0.004507356089375837,0.06356799075021463,0.06636162766323749,0.06613705620846103
5.0,81762.90668206598,35839.85809860028,70656.22367805954,92869.5896860724,91083.9288879038,53180.60095308492,22341.9543368832,46256.88479809714,60104.317108072704,58991.16671824447,0.065774554982302,0.0049308036848773286,0.06424651116772401,0.06730259879688,0.06705692977611191
6.0,76560.3534650047,46264.5602601245,62223.0811545146,90897.6257754948,88592.57168254237,50471.71307894864,31006.713360749203,40862.80962440672,60080.61653349055,58535.75906290524,0.06643174122588356,0.006895758346549444,0.06429476284230153,0.06856871960946559,0.0682251500194521
7.0,79695.49315352565,47378.5505938756,65012.99800558844,94377.98830146286,92017.43150916812,52355.06731914059,30457.383068658593,42916.399957664755,61793.73468061641,60276.246670176115,0.06637296776945538,0.0053731183872671945,0.06470785172724913,0.06803808381166164,0.06777037720295616
8.0,70146.77844044415,41209.317507321924,57376.11330259439,82917.44357829391,80864.25847388689,45642.98519281781,27124.271241680515,37237.24090758027,54048.729478055335,52697.30817214754,0.0654899931344424,0.006258732120296483,0.06355042759610001,0.06742955867278477,0.06711772784570098
9.0,69507.12387426973,31379.623242455436,59782.656573638415,79231.59117490106,77668.15409512252,44754.41300264493,21008.650734415358,38243.88432233882,51264.94168295104,50218.220908118325,0.06417011008323419,0.005717283983792504,0.06239833797751968,0.0659418821889487,0.0656570281068324
10.0,85050.30769246438,43662.79369847243,71519.31637703833,98581.29900789045,96405.87356866612,54310.86231923383,26177.13849817912,46198.63211867388,62423.092519793776,61118.860513745356,0.06515124971572765,0.005648811067698941,0.06340069719663424,0.06690180223482108,0.06662035970086626
11.0,74426.17924950282,32937.45303160796,64218.944366625095,84633.41413238054,82992.3607970617,48215.666513784265,21713.45375544615,41486.72112788409,54944.611899684445,53862.77549683716,0.06468099849180274,0.005057395456415386,0.06311372420165978,0.06624827278194571,0.06599629653855456
12.0,83393.03215523719,46193.47819367584,69077.7880005825,97708.27630989188,95406.76376163978,52476.93066664071,28734.564861350438,43572.1603883916,61381.70094488982,59950.04946110924,0.06361133374813817,0.0054590437350780195,0.06191958965407082,0.06530307784220551,0.06503109014720966
13.0,76891.63866874737,34939.937359819545,66063.83886642302,87719.43847107171,85978.6147138389,49558.91462973549,21632.438916826773,42855.075541094935,56262.753718376036,55184.95374393744,0.06509525460196157,0.004942208098635507,0.06356367658788674,0.0666268326160364,0.06638059538948697
14.0,75940.70548615807,32066.870180869184,66003.26206632907,85878.14890598708,84280.47090055502,48910.37801475398,20932.57165826671,42423.4260511775,55397.32997833046,54354.39971582248,0.06471551281806835,0.004843730793115904,0.06321445267637142,0.06621657295976528,0.06597524219973958
