Tau,Average Total Infections,Infections Std Dev,Infections Conf Interval Lower,Infections Conf Interval Upper,"Upper Confidence Bound, Total Infections",Average Total Detected Cases,Detected Cases Std Dev,Detected Cases Conf Interval Lower,Detected Cases Conf Interval Upper,"Upper Confidence Bound, Total Detected Cases",Average Percent Detected Cases,Percent Detected Cases Std Dev,Percent Detected Conf Interval Lower,Percent Detected Conf Interval Upper,"Upper Confidence Bound, Percent Detected Cases"
1.0,1218.3863059678192,2974.6089041066793,296.56239506070125,2140.210216874937,1992.0053189835032,714.1005355110227,1691.077458066446,190.0398316351183,1238.161239386927,1153.9061423040014,0.06032376072525652,0.005594810482829923,0.05858994285328478,0.06205757859722825,0.06177882655181314
2.0,1035.7917861699668,2290.5060213194056,325.96965943123996,1745.6139129086937,1631.4932933742396,639.8648805881991,1442.40000497028,192.8687017498719,1086.8610594265263,1014.9958992166926,0.06174112875900356,0.004958284063077968,0.06020456884347826,0.06327768867452886,0.0630306504900231
3.0,1189.2914155694768,2098.917927547465,538.8419632150247,1839.7408679239293,1735.1658037179368,741.4673062026567,1291.9478044824193,341.0958905951625,1141.838721810151,1077.4695900631048,0.06395512230016291,0.005302496605905836,0.06231189177258678,0.06559835282773903,0.06533416483080166
4.0,1920.3948147068195,4300.796028279615,587.5888080653724,3253.2008213482663,3038.9208750524404,1142.5442992789087,2444.2206109910107,385.0864030045845,1900.002195553233,1778.223004488501,0.06292073371831816,0.005592945596216132,0.06118749377007594,0.06465397366656038,0.06437531453599192
5.0,3941.794685821993,9135.393302449063,1110.7589923188466,6772.830379325139,6317.6747352610155,2517.2012561883444,5795.7263289852035,721.1200625374536,4313.282449839236,4024.520109483132,0.06536608869841967,0.0060209761376492105,0.06350020314855002,0.0672319742482893,0.06693198921413739
6.0,1981.3548325789257,5150.721526773597,385.15902503970466,3577.550640118147,3320.9245818525337,1182.4023051272247,2979.775170851037,258.9773809882505,2105.827229266199,1957.364930802115,0.06327364579054053,0.0052358210389248675,0.06165107785555986,0.06489621372552119,0.06463534772684137
7.0,3104.1842949574166,6079.9135842472715,1220.0341767786763,4988.334413136156,4685.412919591876,1900.4370192638044,3745.1904757139887,739.8117933228604,3061.0622452047483,2874.464413378566,0.061087974899105946,0.004010844560271362,0.059845024132204966,0.06233092566600693,0.06213109206512825
8.0,3179.8376756481757,6274.470224544835,1235.394937890288,5124.280413406064,4811.665461683267,1966.474845859485,3939.311439094394,745.6920155338656,3187.257676185104,2990.98809305183,0.06224740776621506,0.005015326891376897,0.060693170419885624,0.06380164511254449,0.06355176486482438
9.0,5425.988994847275,12546.514551388784,1537.8552990034434,9314.122690691107,8689.013653528324,3249.143726237586,7461.270911118473,936.9144035427064,5561.373048932466,5189.627744198118,0.06167692790398003,0.005057679022033196,0.06010956573755645,0.06324429007040361,0.06299229969883133
10.0,5865.437122262743,11487.456071954679,2305.503018655552,9425.371225869936,8853.028000571998,3584.6931911125303,6926.280641555175,1438.2560241209555,5731.130358104105,5386.040045951832,0.0620301712472989,0.004655448162184024,0.06058745942526237,0.06347288306933542,0.06324093317549802
11.0,5997.5621846998365,11718.77535355021,2365.9428102880606,9629.181559111612,9045.313238712315,3677.1283579545548,7089.285776733546,1480.1763044511365,5874.080411457973,5520.868641933092,0.062104312575185686,0.006384439843291828,0.06012579052572589,0.06408283462464548,0.06376474062117404
12.0,8070.870724513122,16965.637153636402,2813.2619106603497,13328.479538365893,12483.19513188594,4870.28896863617,10235.170694759196,1698.4349929356813,8042.142944336658,7532.192736891241,0.060736942881498834,0.004405326829803505,0.05937174303910373,0.062102142723893944,0.061882654705792454
13.0,4471.286714448909,7180.367606972371,2246.1086279878755,6696.464800909944,6338.715032009186,2801.8115075739265,4368.443037586759,1448.0418607730655,4155.581154374787,3937.9308093374043,0.0633966621845297,0.008213945871029187,0.06085118076128848,0.06594214360777094,0.06553289753598616
14.0,4481.835020471447,7576.110654189409,2134.0171466433185,6829.6528942995765,6452.185892043175,2692.29828840522,4518.776446084684,1291.940691716146,4092.655885094294,3867.5154302057144,0.06088354809069338,0.006329554817774208,0.05892203477431545,0.0628450614070713,0.062529701957911
