value,"What's going on????, try 3 partners per month again "
2095.889027729164
2598.8068002531663
3223.937442394294
3412.2287168709518
3662.905625151523
3538.9466414086414
3740.6945116603056
3954.385517523294
4393.018292238721
4381.654760201512
4248.186637916523
4978.324548880487
4578.468438432291
4486.221302732676
