Tau,Average Total Infections,Infections Std Dev,Infections Conf Interval Lower,Infections Conf Interval Upper,"Upper Confidence Bound, Total Infections",Average Total Detected Cases,Detected Cases Std Dev,Detected Cases Conf Interval Lower,Detected Cases Conf Interval Upper,"Upper Confidence Bound, Total Detected Cases",Average Percent Detected Cases,Percent Detected Cases Std Dev,Percent Detected Conf Interval Lower,Percent Detected Conf Interval Upper,"Upper Confidence Bound, Percent Detected Cases"
1,40436.095715819065,17511.225264588404,32761.603887056135,48110.58754458199,46876.73228828775,21462.322125862545,9539.051701587448,17281.725209779146,25642.919041945945,24970.78965612465,0.0528679899521948,0.002725502872971448,0.05167350760091194,0.05406247230347765,0.05387043114159155
2,43569.71989982146,18071.20873128008,35649.8090056058,51489.63079403712,50216.3186446143,23598.426701736527,9500.038790329534,19434.927633698666,27761.925769774385,27092.545265592817,0.05456070465964324,0.0019073066000090324,0.05372480604629404,0.05539660327299243,0.05526221288978237
3,52160.30956416641,18719.02867114034,43956.484280189514,60364.134848143316,59045.176775842374,28414.508211084747,10292.747588995926,23903.59557797465,32925.42084419484,32200.185429624842,0.054539683214068414,0.002139892979265997,0.0536018509986943,0.05547751542944253,0.05532673681969477
4,54142.30627090361,27620.888267501054,42037.14069229765,66247.47184950956,64301.28146834363,29943.156574718796,15182.089495309301,23289.434746874027,36596.87840256356,35527.13595780168,0.05548574281239371,0.0022142538853999316,0.05451532109183756,0.056456164532949875,0.056300146392928824
5,44100.99216140717,18545.949477772254,35973.02078457624,52228.9635382381,50922.20076748036,23972.877255344516,9674.075776641435,19733.10451660846,28212.649994080573,27531.006701481525,0.05475824337032296,0.002362838864040878,0.05372270260828186,0.055793784132364056,0.055627296573205726
6,44422.82616655147,16176.277604316467,37333.39019514771,51512.26213795523,50372.46838578859,24066.0670133033,8656.609459523466,20272.210355182913,27859.92367142369,27249.97188781442,0.054392057907865034,0.0031235575383766635,0.05302312361327752,0.05576099220245256,0.05554090378323399
7,47032.04637951033,16373.0490420665,39856.373107841784,54207.71965117888,53054.06122254967,25137.960520915625,8493.973136790477,21415.381064191213,28860.539977640037,28262.047682366756,0.05377519797477692,0.0026585683997963675,0.052610050410733855,0.05494034553881999,0.05475302063466608
8,50422.51993721752,20123.332009194277,41603.242888435016,59241.79698600002,57823.890551782155,27208.290776495094,10892.013781709102,22434.742980525698,31981.838572464494,31214.37837175724,0.054035821571340195,0.001651892824760335,0.05331186092358062,0.05475978221909977,0.05464338849942174
9,47666.16666002921,20013.10416086616,38895.19820807613,56437.135111982294,55026.99542212381,25650.69922611829,10773.507768246745,20929.088026145706,30372.31042609088,29613.20025602989,0.0538511805900487,0.002192632349040728,0.05289023475148291,0.05481212642861449,0.054657631759731685
10,52407.20132910422,28604.27729942507,39871.05442417966,64943.34823402877,62927.86745726297,28584.539523662872,15470.105070951917,21804.59162377416,35364.48742355158,34274.4511657337,0.05474385848439918,0.002847169875868963,0.05349605419787429,0.05599166277092407,0.055791048852490414
11,55248.54129965974,20812.79229535347,46127.10051005178,64369.982089267694,62903.49571930976,29323.660413769237,10675.30507626535,24645.087650330148,34002.23317720833,33250.04244915398,0.05340378667394396,0.0023899183871290046,0.05235637800571546,0.05445119534217246,0.054282799737666323
12,52237.545913270646,18196.86869152887,44262.563125251974,60212.52870128932,58930.362448277745,28523.68444737649,9304.039437019153,24446.08430489612,32601.28458985686,31945.714360436665,0.05491645764147033,0.0020081996638784626,0.054036341505786435,0.055796573777154225,0.05565507438613357
13,55711.15435792073,11663.229172865606,50599.6127249572,60822.69599088426,60000.895322863296,30329.978185667787,5898.755498217709,27744.782107898856,32915.17426343672,32499.54312586072,0.05466230907111841,0.0032443654660272384,0.05324042934069785,0.056084188801538974,0.05585558815691747
14,45377.08521854637,20063.98422123839,36583.81800670221,54170.35243039052,52756.62768985841,24927.515704982176,11024.003443583944,20096.121952134585,29758.909457829766,28982.1491575795,0.0548550254691967,0.0021708819878157293,0.05390361197157061,0.05580643896682278,0.05565347684618366
