Tau,Average Total Infections,Infections Std Dev,Infections Conf Interval Lower,Infections Conf Interval Upper,"Upper Confidence Bound, Total Infections",Average Total Detected Cases,Detected Cases Std Dev,Detected Cases Conf Interval Lower,Detected Cases Conf Interval Upper,"Upper Confidence Bound, Total Detected Cases",Average Percent Detected Cases,Percent Detected Cases Std Dev,Percent Detected Conf Interval Lower,Percent Detected Conf Interval Upper,"Upper Confidence Bound, Percent Detected Cases"
1.0,11942.115248585738,7048.7549041048305,5763.722692138133,18120.507805033343,17127.18573220877,6839.400455249228,4094.799197476471,3250.2166595262047,10428.584250972252,9851.538448986845,0.057298118051243865,0.0019534934675198177,0.05558583699409364,0.05901039910839409,0.058735109613042784
2.0,40431.59955646363,27448.243511517037,16372.595419384048,64490.60369354321,60622.55231267083,24124.14366954646,17184.333993959146,9061.687579044878,39186.59976004805,36764.95530010962,0.05858006635028719,0.0021335678665760577,0.05670994602338339,0.06045018667719099,0.0601495208029236
3.0,23015.523257217053,10422.416940304138,13880.03988175327,32151.006632680837,30682.262586415887,13597.433521417803,6033.256361634466,8309.148327368137,18885.71871546747,18035.502358599846,0.05945248334162339,0.00182334888299775,0.057854276946340724,0.061050689736906055,0.060793740429321674
4.0,24622.205981360697,11409.495219762977,14621.526244637691,34622.8857180837,33015.04098582084,14519.108344963226,6739.976848445689,8611.366714336269,20426.849975590183,19477.041411528902,0.058832382840430686,0.0013076367578957566,0.05768620974724858,0.0599785559336128,0.05979428162240102
5.0,30179.14611762461,10816.156393618374,20698.541236216595,39659.75099903262,38135.52054485027,18185.766980231016,6546.597988516339,12447.526279203137,23924.007681258896,23001.450382505995,0.06025673925355255,0.0013249205786396707,0.059095416501901116,0.06141806200520399,0.0612313520296967
6.0,17011.85610576633,3813.487336295488,13669.248497299985,20354.46371423267,19817.0608399501,10099.466404585595,2226.255800297234,8148.103014535712,12050.829794635478,11737.102185110967,0.05952528571528324,0.0017962576860623058,0.057950825364765694,0.06109974606580079,0.06084661449400966
7.0,36411.38185755386,22031.76789605785,17100.040687907665,55722.72302720006,52617.97025139313,21406.86023655914,12943.732530804848,10061.38691411433,32752.33355900395,30928.281594862237,0.058773127615891534,0.0008317572200836194,0.058044073664200925,0.059502181567582135,0.05938496897937609
8.0,26427.108542173206,14579.99300989978,13647.416027547053,39206.801056799355,37152.16458902723,16184.217492268022,9229.595649838919,8094.26886477665,24274.166119759397,22973.51640119822,0.06061604382477495,0.003216212156199927,0.0577969613745893,0.0634351262749606,0.06298189239619717
9.0,21109.057135191848,5837.174968945448,15992.641701621755,26225.472568761936,25402.88832254052,12398.450015599226,3504.8734163506715,9326.349464300212,15470.55056689824,14976.638071105575,0.05891005725889962,0.002431006271795018,0.05677922546538825,0.061040889052410986,0.06069830767147197
10.0,34349.87750090018,18608.873932439517,18038.780044368974,50660.97495743139,48038.58199882,20889.925862780707,11563.948493894575,10753.8643498155,31025.987375745914,29396.376835407405,0.060683898412284845,0.002388901039076164,0.058589972804327775,0.06277782402024192,0.06244117617758165
11.0,22744.505871461814,11056.069951846335,13053.611348477061,32435.400394446566,30877.360929140996,13823.223431008008,7371.657731308227,7361.79926810072,20284.647593915295,19245.82152641333,0.05987409166832167,0.0028682476257365437,0.05736000797240834,0.062388175364235014,0.06198397721637325
12.0,31553.814975721292,3841.6199149049244,28186.548527979234,34921.08142346335,34379.71406017834,19115.53205767141,2865.7479098206495,16603.639419103387,21627.42469623944,21223.578812434054,0.06042344942671929,0.002719298190609745,0.058039923268100736,0.06280697558533785,0.062423767635554885
13.0,40703.22775207024,18126.847952662498,24814.636931957102,56591.81857218337,54037.35350323497,24228.649294365998,10957.204228463383,14624.41280641681,33832.885782315185,32288.778636492716,0.05933904403339867,0.0015771617978327344,0.05795662616746199,0.060721461899335354,0.06049920567855363
14.0,57983.822215577566,27311.036291589688,34045.08329949415,81922.56113166099,78073.84521669128,34059.65811700396,15813.844398195413,20198.46704881497,47920.84918519294,45692.33636120567,0.0590562890249303,0.0008761189899676845,0.05828835098199643,0.059824227067864166,0.059700762946470344
