Tau,Average Total Infections,Infections Std Dev,Infections Conf Interval Lower,Infections Conf Interval Upper,"Upper Confidence Bound, Total Infections",Average Total Detected Cases,Detected Cases Std Dev,Detected Cases Conf Interval Lower,Detected Cases Conf Interval Upper,"Upper Confidence Bound, Total Detected Cases",Average Percent Detected Cases,Percent Detected Cases Std Dev,Percent Detected Conf Interval Lower,Percent Detected Conf Interval Upper,"Upper Confidence Bound, Percent Detected Cases"
0.25,1759.1924698338653,6153.111541861156,1219.8583737215426,2298.526565946188,2211.815911451406,412.1566493066349,1425.7640158299655,287.1852195648398,537.12807904843,517.0359792828648,0.05891404645102466,0.00252586511761194,0.05869264868002036,0.05913544422202896,0.05909984931756093
0.375,4571.661233850507,13306.644588715375,3405.303841705465,5738.01862599555,5550.499213489019,1072.2723326335608,3135.121765993148,797.4718430990356,1347.072822168086,1302.8921733368975,0.05891191311379085,0.0024210953667091026,0.058699698647610245,0.05912412757997145,0.05909000910797344
0.5,6719.878414024109,17385.992639574702,5195.956970135532,8243.799857912685,7998.793605293545,1570.4390397520788,4068.3688135184525,1213.8373429093062,1927.0407365948513,1869.7086176910489,0.05877274311757729,0.0024331121815819863,0.05855947535048649,0.058986010884668094,0.058951723069748954
0.625,7561.0302628667005,15353.847679565935,6215.230905294802,8906.829620438599,8690.4606870541,1760.8887554501405,3574.3004662787507,1447.5932629014694,2074.1842479988113,2023.8146210737177,0.058546710552052676,0.002576377171887717,0.058320885285634026,0.058772535818471326,0.058736229089870695
0.75,14244.769107726572,27090.227908908037,11870.249568575104,16619.28864687804,16237.528723233992,3294.498396486187,6264.702839338268,2745.3830716167768,3843.6137213555976,3755.330504040471,0.05824621208514158,0.0025629247599521085,0.0580215659529516,0.05847085821733156,0.05843474106232074
0.875,16612.867128932477,28221.919219122065,14139.152295543285,19086.58196232167,18688.874059589787,3841.9588709642962,6509.220648853946,3271.411008933596,4412.506732994997,4320.777730705148,0.058205237511348644,0.0024310233861900765,0.0579921528318822,0.05841832219081509,0.058384063811542326
1.0,22739.06143907263,40048.42370027344,19228.726830287524,26249.396047857736,25685.027109165512,5222.1718333608915,9142.66084084778,4420.7970025759,6023.546664145883,5894.706791840573,0.05774022846824179,0.0024716450571736076,0.057523583207750056,0.057956873728733524,0.05792204290222758
1.125,28669.953537297428,44435.198764875866,24775.108206055993,32564.798868538863,31938.610777961414,6555.891407186071,10169.311027861395,5664.528373380619,7447.254440991523,7303.946846291208,0.057291668227971417,0.002334513567611031,0.05708704285164212,0.05749629360430071,0.05746339525718034
1.25,31708.664130894304,44454.53788369476,27812.1236822969,35605.20457949171,34978.743958887986,7223.61803217544,10088.988114161353,6339.295482808276,8107.940581542604,7965.764910482952,0.05708202842786828,0.002482452466660418,0.0568644358735745,0.05729962098216206,0.05726463785587354
1.375,39971.99392619541,48800.922267064416,35694.48308939466,44249.50476299617,43561.794182595055,9032.38232884417,11053.525526362942,8063.515901174596,10001.248756513745,9845.480666443367,0.05649048255594757,0.0023761859725732527,0.056282204499391336,0.0566987606125038,0.05666527501103511
1.5,43172.22125301182,49504.66535256336,38833.025748489585,47511.416757534054,46813.78891443997,9722.747623855032,11144.686333899968,8745.890745923121,10699.604501786942,10542.551758702877,0.05645583217808503,0.002381017508582273,0.05624713062650705,0.056664533729663014,0.05663098004139845
1.625,46271.539228634116,48284.00040817341,42039.33775793683,50503.7406993314,49823.314666334016,10362.628737787767,10834.631670154258,9412.948850014256,11312.308625561278,11159.62522352355,0.05598532874855863,0.002469498307659062,0.05576887165550074,0.056201785841616524,0.05616698526745594
1.75,56010.05687762313,56553.79240704646,51052.989497636634,60967.12425760963,60170.15896282907,12493.143890031972,12565.271192774251,11391.76954713955,13594.518232924394,13417.44637560189,0.05593998314084956,0.002353663773269841,0.055733679205828605,0.056146287075870514,0.056113118860919034
1.875,64131.987996573705,66151.86663603957,58333.627775803245,69930.34821734417,68998.12529028709,14275.895660637369,14733.42434303885,12984.477806982042,15567.313514292695,15359.687688067574,0.05566889845367826,0.002209658553793335,0.05547521690074049,0.055862580006616036,0.05583144113677662
2.0,61788.4271801571,62458.50727375363,56313.798232535955,67263.05612777824,66382.88062508678,13702.069218279985,13915.220796124604,12482.368749789663,14921.769686770307,14725.674118786113,0.05531485839620193,0.0024784026547951233,0.05509762081704665,0.0555320959753572,0.05549716991968003
2.125,70768.37713693401,66052.5434348088,64978.72281863165,76558.03145523637,75627.20820698027,15607.424023718168,14514.729365215742,14335.175277820126,16879.67276961621,16675.12882879699,0.05526884546158714,0.0022665060893170387,0.0550701810940231,0.05546750982915118,0.055435569854540935
2.25,73987.74882251222,67145.74886477874,68102.27258412492,79873.22506089952,78926.99618287626,16204.868391210899,14557.82016732817,14928.84263937855,17480.894143043246,17275.74295959102,0.055077094768133494,0.002338535703609092,0.054872116842517846,0.05528207269374914,0.055249117666030266
2.375,81629.07963001762,69228.26418490201,75561.06622971191,87697.09303032332,86721.51700571012,17907.015468764035,15154.804133368876,16578.662726671937,19235.368210856133,19021.804231688096,0.05485864067518436,0.0023278023037749244,0.054654603556257876,0.055062677794110844,0.05502987402321841
2.5,85242.06324547525,73238.80915307597,78822.51653870949,91661.60995224101,90629.51667181255,18560.959308979385,15888.765326984912,17168.273213875993,19953.645404082778,19729.73832369851,0.05447284311360059,0.0023928462385994207,0.05426310474717396,0.05468258148002721,0.05464886109936407
