Tau,Average Total Infections,Infections Std Dev,Infections Conf Interval Lower,Infections Conf Interval Upper,"Upper Confidence Bound, Total Infections",Average Total Detected Cases,Detected Cases Std Dev,Detected Cases Conf Interval Lower,Detected Cases Conf Interval Upper,"Upper Confidence Bound, Total Detected Cases",Average Percent Detected Cases,Percent Detected Cases Std Dev,Percent Detected Conf Interval Lower,Percent Detected Conf Interval Upper,"Upper Confidence Bound, Percent Detected Cases"
1.0,102527.39055883256,38156.24543953349,90702.86487142433,114351.91624624078,112450.84533521126,62764.83785036279,23631.29189902571,55441.55918738521,70088.11651334037,68910.72704271026,0.0612215486141988,0.0030136298199141824,0.06028763221840494,0.06215546500999265,0.06200531596043984
2.0,89619.99125070137,42230.81321523174,76532.76713021014,102707.21537119261,100603.13595698966,55345.56135151026,26904.42648130658,47007.9464114517,63683.176291568816,62342.70838199429,0.061617420637968115,0.0035813652088345312,0.060507564455316104,0.06272727682062013,0.06254884130785256
3.0,88365.82549477619,36726.5762322787,76984.35074361562,99747.30024593674,97917.46020448045,56154.881607128846,23341.845918030434,48921.301534721955,63388.461679535736,62225.49336928045,0.06393106627086537,0.005354716448251943,0.06227165294385233,0.0655904795978784,0.06532368983490987
4.0,93513.6287505321,46932.11564817467,78969.48268339118,108057.77481767301,105719.46089752573,59392.878723806934,30181.829592388094,50039.60470019447,68746.15274741942,67242.39372661467,0.0633836272807907,0.004293656917929952,0.06205303366671414,0.06471422089486724,0.06450029664276669
5.0,95800.88072734783,38371.48525350911,83909.6527562115,107692.10869848417,105780.31382484958,60313.014377258325,24694.817810874592,52660.151675835186,67965.87707868147,66735.49921386183,0.0629678705177794,0.005620645614675161,0.061226046402619354,0.06470969463293944,0.06442965539542594
6.0,100095.3884925021,42092.90848750298,87050.90070459967,113139.87628040451,111042.6677378861,61976.74351601809,25255.33842884825,54150.176867332775,69803.3101647034,68545.00530052661,0.06256650872040591,0.004347362979599178,0.06121927173121575,0.06391374570959607,0.06369714564308011
7.0,99791.80703468711,43381.133723048915,86348.10144604431,113235.51262332991,111074.12041981606,62138.79508095042,26389.26183209353,53960.82838609244,70316.7617758084,69001.96108054514,0.06268797288790408,0.004485637282877546,0.06129788503558026,0.0640780607402279,0.06385457138854571
8.0,99654.69546519217,37020.6189098877,88182.0976185978,111127.29331178652,109282.8030872589,61648.150130082184,23438.395798005356,54384.64948968627,68911.6507704781,67743.87202444304,0.061855791291967256,0.003662227927504074,0.060720875953650236,0.06299070663028428,0.0628082422682293
9.0,82246.5312295434,31546.233132086527,72470.431937949,92022.63052113779,90450.89238314406,50740.95239052525,19749.31885156996,44620.6875327243,56861.2172483262,55877.24057166748,0.06178074665162106,0.00404537115060991,0.060527096180132946,0.06303439712310917,0.06283284329279508
10.0,96795.8044394333,38572.90487880605,84842.15702671312,108749.45185215348,106827.6215836274,60174.44390874814,23805.08219936453,52797.308063364195,67551.57975413208,66365.53147337043,0.06233399410951538,0.0056673409165240935,0.06057769923629637,0.06409028898273439,0.06380792323015098
11.0,89066.56227004656,42236.43384999547,75977.59632880286,102155.52821129028,100051.16875839046,55642.535607494734,26316.901757486306,47486.993120026134,63798.078094963326,62486.8826190127,0.062482052251324305,0.003821117428231384,0.06129789745138921,0.0636662070512594,0.06347582628641318
12.0,103405.73392710966,38468.18614325423,91484.53859043159,115326.92926378772,113410.31643056493,64167.74000041044,23426.582183818493,56907.900369707815,71427.57963111307,70260.38947858415,0.06250345770701753,0.0049335208977505105,0.06097457183491928,0.06403234357911579,0.06378653917777519
13.0,92153.14758175358,33383.28046117204,81807.7518858214,102498.54327768576,100835.2773386917,57095.66578975112,19605.438525632366,51019.989087581416,63171.34249192082,62194.53441110163,0.06227096325057642,0.004644059780657268,0.06083178065968803,0.06371014584146481,0.06347876335462971
14.0,100150.20565891893,38655.89529831719,88170.83972132781,112129.57159651007,110203.60646957194,61466.975343828206,22888.18120974033,54373.98483768638,68559.96584997005,67419.60062265325,0.06183833554084607,0.004644957550728411,0.06039887473324255,0.06327779634844959,0.06304636913172695
